date,open,high,low,close,adj_close,volume
2024-7-2,5461.839844,5509.689941,5458.430176,5509.009766,5509.009766,3329950000
2024-7-3,5507.439941,5539.27002,5507.419922,5537.02002,5537.02002,2179470000
2024-7-5,5537.910156,5570.330078,5531.629883,5567.189941,5567.189941,3253080000
2024-7-8,5572.75,5583.109863,5562.509766,5572.850098,5572.850098,3185670000
2024-7-9,5584.240234,5590.75,5574.569824,5576.97998,5576.97998,3232920000
2024-7-10,5591.259766,5635.390137,5586.439941,5633.910156,5633.910156,3336100000
2024-7-11,5635.209961,5642.450195,5576.529785,5584.540039,5584.540039,4020950000
2024-7-12,5590.759766,5655.560059,5590.439941,5615.350098,5615.350098,3700280000
2024-7-15,5638.160156,5666.939941,5614.75,5631.220215,5631.220215,3620470000
2024-7-16,5644.089844,5669.669922,5639.02002,5667.200195,5667.200195,4041760000
2024-7-17,5610.069824,5622.490234,5584.810059,5588.27002,5588.27002,4246450000
2024-7-18,5608.560059,5614.049805,5522.810059,5544.589844,5544.589844,4007510000
2024-7-19,5543.370117,5557.5,5497.040039,5505,5505,3760570000
2024-7-22,5544.540039,5570.359863,5529.040039,5564.410156,5564.410156,3375180000
2024-7-23,5565.299805,5585.339844,5550.899902,5555.740234,5555.740234,3500210000
2024-7-24,5505.839844,5508.040039,5419.97998,5427.129883,5427.129883,3945550000
2024-7-25,5428.700195,5491.589844,5390.950195,5399.220215,5399.220215,4592120000
2024-7-26,5433.669922,5488.319824,5430.700195,5459.100098,5459.100098,3638770000
2024-7-29,5476.549805,5487.740234,5444.439941,5463.540039,5463.540039,3379970000
2024-7-30,5478.72998,5489.459961,5401.700195,5436.439941,5436.439941,3777740000
2024-7-31,5505.589844,5551.509766,5493.75,5522.299805,5522.299805,4546910000
2024-8-1,5537.839844,5566.160156,5410.419922,5446.680176,5446.680176,4703620000
2024-8-2,5376.629883,5383.890137,5302.029785,5346.560059,5346.560059,5156450000
2024-8-5,5151.140137,5250.890137,5119.259766,5186.330078,5186.330078,5333250000
2024-8-6,5206.419922,5312.339844,5193.560059,5240.029785,5240.029785,4690190000
2024-8-7,5293.129883,5330.640137,5195.540039,5199.5,5199.5,4558260000
2024-8-8,5252.569824,5328.029785,5233.850098,5319.310059,5319.310059,4016830000
2024-8-9,5314.660156,5358.669922,5300.839844,5344.160156,5344.160156,3516400000
2024-8-12,5351.879883,5371.200195,5324.370117,5344.390137,5344.390137,3360160000
2024-8-13,5376.97998,5436.5,5376.97998,5434.430176,5434.430176,3648980000
2024-8-14,5442.359863,5463.220215,5415.910156,5455.209961,5455.209961,3380050000
2024-8-15,5501.129883,5546.22998,5501.129883,5543.220215,5543.220215,3723310000
2024-8-16,5530.5,5561.97998,5525.169922,5554.25,5554.25,3357690000
2024-8-19,5557.22998,5608.299805,5550.740234,5608.25,5608.25,3222050000
2024-8-20,5602.879883,5620.509766,5585.5,5597.120117,5597.120117,2994420000
2024-8-21,5603.089844,5632.680176,5591.569824,5620.850098,5620.850098,3119670000
2024-8-22,5637.77002,5643.220215,5560.950195,5570.640137,5570.640137,2981530000
2024-8-23,5602.490234,5641.819824,5585.160156,5634.609863,5634.609863,3291940000
2024-8-26,5639.660156,5651.620117,5602.339844,5616.839844,5616.839844,2938570000
2024-8-27,5602.890137,5631.180176,5593.47998,5625.799805,5625.799805,2798990000
2024-8-28,5624.509766,5627.029785,5560.950195,5592.180176,5592.180176,3053450000
2024-8-29,5607.299805,5646.950195,5583.709961,5591.959961,5591.959961,3065640000
2024-8-30,5612.740234,5651.370117,5581.790039,5648.399902,5648.399902,4185850000
2024-9-3,5623.890137,5623.890137,5504.330078,5528.930176,5528.930176,3866350000
2024-9-4,5506.680176,5552.990234,5503.660156,5520.069824,5520.069824,3478140000
2024-9-5,5520.080078,5546.299805,5480.540039,5503.410156,5503.410156,3521650000
2024-9-6,5507.330078,5522.470215,5402.620117,5408.419922,5408.419922,3822800000
2024-9-9,5442.069824,5484.200195,5434.490234,5471.049805,5471.049805,3825940000
2024-9-10,5490.509766,5497.910156,5441.720215,5495.52002,5495.52002,3848180000
2024-9-11,5496.419922,5560.410156,5406.959961,5554.129883,5554.129883,3839450000
2024-9-12,5557.47998,5600.709961,5535.5,5595.759766,5595.759766,3655070000
2024-9-13,5603.339844,5636.27002,5601.649902,5626.02002,5626.02002,3500790000
2024-9-16,5615.209961,5636.049805,5604.529785,5633.089844,5633.089844,3437070000
2024-9-17,5655.509766,5670.810059,5614.049805,5634.580078,5634.580078,3443600000
2024-9-18,5641.680176,5689.75,5615.080078,5618.259766,5618.259766,3691390000
2024-9-19,5702.629883,5733.569824,5686.419922,5713.640137,5713.640137,4024530000
2024-9-20,5709.640137,5715.140137,5674.490234,5702.549805,5702.549805,7867260000
2024-9-23,5711.899902,5725.359863,5704.220215,5718.569824,5718.569824,3529550000
2024-9-24,5727.660156,5735.319824,5698.990234,5732.930176,5732.930176,3872710000
2024-9-25,5733.649902,5741.029785,5712.060059,5722.259766,5722.259766,3624910000
2024-9-26,5762.220215,5767.370117,5721.009766,5745.370117,5745.370117,4391180000
2024-9-27,5755.359863,5763.779785,5727.339844,5738.169922,5738.169922,3898530000
2024-9-30,5726.52002,5765.140137,5703.529785,5762.47998,5762.47998,4425730000
2024-10-1,5757.72998,5757.72998,5681.279785,5708.75,5708.75,4025180000
2024-10-2,5698.140137,5719.629883,5674,5709.540039,5709.540039,3829050000
2024-10-3,5698.189941,5718.779785,5677.370117,5699.939941,5699.939941,3597450000
2024-10-4,5737.47998,5753.209961,5702.830078,5751.069824,5751.069824,3479400000
2024-10-7,5737.799805,5739.339844,5686.850098,5695.939941,5695.939941,3637790000
2024-10-8,5719.140137,5757.600098,5714.560059,5751.129883,5751.129883,3393400000
2024-10-9,5751.799805,5796.799805,5745.02002,5792.040039,5792.040039,3650340000
2024-10-10,5778.359863,5795.029785,5764.759766,5780.049805,5780.049805,3208790000
2024-10-11,5775.089844,5822.129883,5775.089844,5815.029785,5815.029785,3208720000
2024-10-14,5829.810059,5871.410156,5829.569824,5859.850098,5859.850098,3005250000
2024-10-15,5866.740234,5870.359863,5804.47998,5815.259766,5815.259766,3882120000
2024-10-16,5816.580078,5846.52002,5808.339844,5842.470215,5842.470215,3467230000
2024-10-17,5875.620117,5878.459961,5840.25,5841.470215,5841.470215,3480010000
2024-10-18,5859.430176,5872.169922,5846.109863,5864.669922,5864.669922,3374490000
2024-10-21,5857.819824,5866.919922,5824.790039,5853.97998,5853.97998,3407010000
2024-10-22,5832.700195,5863.040039,5821.169922,5851.200195,5851.200195,3342080000
2024-10-23,5834.5,5834.850098,5762.410156,5797.419922,5797.419922,3532650000
2024-10-24,5817.799805,5817.799805,5784.919922,5809.859863,5809.859863,3543030000
2024-10-25,5826.75,5862.819824,5799.97998,5808.120117,5808.120117,3501280000
2024-10-28,5833.930176,5842.919922,5823.080078,5823.52002,5823.52002,3691280000
2024-10-29,5819.680176,5847.189941,5802.169922,5832.919922,5832.919922,3879100000
2024-10-30,5832.649902,5850.939941,5811.279785,5813.669922,5813.669922,3851120000
2024-10-31,5775.339844,5775.339844,5702.859863,5705.450195,5705.450195,4425660000
2024-11-1,5723.220215,5772.52002,5723.220215,5728.799805,5728.799805,3796450000
2024-11-4,5725.149902,5741.430176,5696.509766,5712.689941,5712.689941,3602060000
2024-11-5,5722.430176,5783.439941,5722.100098,5782.759766,5782.759766,3768310000
2024-11-6,5864.890137,5936.140137,5864.890137,5929.040039,5929.040039,6329530000
2024-11-7,5947.209961,5983.839844,5947.209961,5973.100098,5973.100098,4925740000
2024-11-8,5976.759766,6012.450195,5976.759766,5995.540039,5995.540039,4666740000
2024-11-11,6008.859863,6017.310059,5986.689941,6001.350098,6001.350098,4333000000
2024-11-12,6003.600098,6009.919922,5960.080078,5983.990234,5983.990234,4243400000
2024-11-13,5985.75,6008.189941,5965.910156,5985.379883,5985.379883,4220180000
2024-11-14,5989.680176,5993.879883,5942.279785,5949.169922,5949.169922,4184570000
2024-11-15,5912.790039,5915.319824,5853.009766,5870.620117,5870.620117,4590960000
2024-11-18,5874.169922,5908.120117,5865.950195,5893.620117,5893.620117,3983860000
2024-11-19,5870.049805,5923.509766,5855.290039,5916.97998,5916.97998,4036940000
2024-11-20,5914.339844,5920.669922,5860.560059,5917.109863,5917.109863,3772620000
2024-11-21,5940.580078,5963.319824,5887.259766,5948.709961,5948.709961,4230120000
2024-11-22,5944.359863,5972.899902,5944.359863,5969.339844,5969.339844,4141420000
2024-11-25,5992.279785,6020.75,5963.910156,5987.370117,5987.370117,5633150000
2024-11-26,6000.029785,6025.419922,5992.27002,6021.629883,6021.629883,3835170000
2024-11-27,6014.109863,6020.160156,5984.870117,5998.740234,5998.740234,3363340000
2024-11-29,6003.97998,6044.169922,6003.97998,6032.379883,6032.379883,2444420000
2024-12-2,6040.109863,6053.580078,6035.330078,6047.149902,6047.149902,4412470000
2024-12-3,6042.970215,6052.069824,6033.390137,6049.879883,6049.879883,4095000000
2024-12-4,6069.390137,6089.839844,6061.060059,6086.490234,6086.490234,4003390000
2024-12-5,6089.029785,6094.549805,6072.899902,6075.109863,6075.109863,4212020000
2024-12-6,6081.379883,6099.970215,6079.97998,6090.27002,6090.27002,3924830000
2024-12-9,6083.009766,6088.509766,6048.629883,6052.850098,6052.850098,4556460000
2024-12-10,6057.589844,6065.399902,6029.890137,6034.910156,6034.910156,4048410000
2024-12-11,6060.149902,6092.589844,6060.149902,6084.189941,6084.189941,4269950000
2024-12-12,6074.290039,6079.680176,6051.25,6051.25,6051.25,3678010000
2024-12-13,6068.169922,6078.580078,6035.77002,6051.089844,6051.089844,3584960000
2024-12-16,6063.790039,6085.189941,6059.140137,6074.080078,6074.080078,4391100000
2024-12-17,6052.549805,6057.680176,6035.189941,6050.609863,6050.609863,4544500000
2024-12-18,6047.649902,6070.669922,5867.790039,5872.160156,5872.160156,5246960000
2024-12-19,5912.709961,5935.52002,5866.069824,5867.080078,5867.080078,4896880000
2024-12-20,5842,5982.060059,5832.299805,5930.850098,5930.850098,8223220000
2024-12-23,5940.25,5978.25,5902.569824,5974.069824,5974.069824,3593280000
2024-12-24,5984.629883,6040.100098,5981.439941,6040.040039,6040.040039,1757720000
2024-12-26,6024.970215,6049.75,6007.370117,6037.589844,6037.589844,2904530000
2024-12-27,6006.169922,6006.169922,5932.950195,5970.839844,5970.839844,3159610000
2024-12-30,5920.669922,5940.790039,5869.160156,5906.939941,5906.939941,3433250000
2024-12-31,5919.740234,5929.740234,5868.859863,5881.629883,5881.629883,3128350000
2025-1-2,5903.259766,5935.089844,5829.529785,5868.549805,5868.549805,3621680000
2025-1-3,5891.069824,5949.339844,5888.660156,5942.470215,5942.470215,3667340000
2025-1-6,5982.810059,6021.040039,5960.009766,5975.379883,5975.379883,4940120000
2025-1-7,5993.259766,6000.680176,5890.680176,5909.029785,5909.029785,4517330000
2025-1-8,5910.660156,5927.890137,5874.779785,5918.25,5918.25,4441740000
2025-1-10,5890.350098,5890.350098,5807.779785,5827.040039,5827.040039,4751930000
2025-1-13,5782.02002,5838.609863,5773.310059,5836.220215,5836.220215,4421200000
2025-1-14,5859.27002,5871.919922,5805.419922,5842.910156,5842.910156,4142280000
2025-1-15,5905.209961,5960.609863,5905.209961,5949.910156,5949.910156,4544570000
2025-1-16,5963.609863,5964.689941,5930.720215,5937.339844,5937.339844,4285810000
2025-1-17,5995.399902,6014.959961,5978.439941,5996.660156,5996.660156,4366830000
2025-1-21,6014.120117,6051.509766,6006.879883,6049.240234,6049.240234,4702920000
2025-1-22,6081.390137,6100.810059,6076.129883,6086.370117,6086.370117,4323040000
2025-1-23,6076.319824,6118.72998,6074.669922,6118.709961,6118.709961,4432250000
2025-1-24,6121.430176,6128.180176,6088.740234,6101.240234,6101.240234,4214250000
2025-1-27,5969.040039,6017.169922,5962.919922,6012.279785,6012.279785,5198750000
2025-1-28,6026.970215,6074.540039,5994.629883,6067.700195,6067.700195,4473640000
2025-1-29,6057.700195,6062.830078,6012.959961,6039.310059,6039.310059,4115310000
2025-1-30,6050.75,6086.640137,6027.459961,6071.169922,6071.169922,4634620000
2025-1-31,6096.790039,6120.910156,6030.930176,6040.529785,6040.529785,4843770000
2025-2-3,5969.649902,6022.129883,5923.930176,5994.569824,5994.569824,4797210000
2025-2-4,5998.140137,6042.47998,5990.870117,6037.879883,6037.879883,4410160000
2025-2-5,6020.450195,6062.859863,6007.060059,6061.47998,6061.47998,4756250000
2025-2-6,6072.220215,6084.029785,6046.830078,6083.569824,6083.569824,4847120000
2025-2-7,6083.129883,6101.279785,6019.959961,6025.990234,6025.990234,4766900000
2025-2-10,6046.399902,6073.379883,6044.839844,6066.439941,6066.439941,4458760000
2025-2-11,6049.319824,6076.279785,6042.339844,6068.5,6068.5,4324880000
2025-2-12,6025.080078,6063,6003,6051.970215,6051.970215,4627960000
2025-2-13,6060.589844,6116.910156,6050.950195,6115.069824,6115.069824,4763800000
2025-2-14,6115.52002,6127.470215,6107.620117,6114.629883,6114.629883,4335190000
2025-2-18,6121.600098,6129.629883,6099.509766,6129.580078,6129.580078,4684980000
2025-2-19,6117.759766,6147.430176,6111.149902,6144.149902,6144.149902,4562330000
2025-2-20,6134.5,6134.5,6084.589844,6117.52002,6117.52002,4813690000
2025-2-21,6114.100098,6114.819824,6008.560059,6013.129883,6013.129883,5434560000
2025-2-24,6026.689941,6043.649902,5977.830078,5983.25,5983.25,4990120000
2025-2-25,5982.72998,5992.649902,5908.490234,5955.25,5955.25,5374690000
2025-2-26,5970.870117,6009.819824,5932.689941,5956.060059,5956.060059,4869580000
2025-2-27,5981.879883,5993.689941,5858.779785,5861.569824,5861.569824,5057680000
2025-2-28,5856.740234,5959.399902,5837.660156,5954.5,5954.5,6441140000
2025-3-3,5968.330078,5986.089844,5810.910156,5849.720215,5849.720215,5613850000
2025-3-4,5811.97998,5865.080078,5732.589844,5778.149902,5778.149902,6138110000
2025-3-5,5781.359863,5860.589844,5742.350098,5842.629883,5842.629883,5285970000
2025-3-6,5785.870117,5812.080078,5711.640137,5738.52002,5738.52002,5165080000
2025-3-7,5726.009766,5783.009766,5666.290039,5770.200195,5770.200195,5705140000
2025-3-10,5705.370117,5705.370117,5564.02002,5614.560059,5614.560059,6409370000
2025-3-11,5603.649902,5636.299805,5528.410156,5572.069824,5572.069824,6221240000
2025-3-12,5624.839844,5642.189941,5546.089844,5599.299805,5599.299805,5219830000
2025-3-13,5594.450195,5597.779785,5504.649902,5521.52002,5521.52002,5018980000
2025-3-14,5563.850098,5645.27002,5563.850098,5638.939941,5638.939941,4863180000
2025-3-17,5635.600098,5703.52002,5631.120117,5675.120117,5675.120117,5031770000
2025-3-18,5654.529785,5654.529785,5597.759766,5614.660156,5614.660156,4666270000
2025-3-19,5632.370117,5715.330078,5622.200195,5675.290039,5675.290039,4660090000
2025-3-20,5646.919922,5711.149902,5632.330078,5662.890137,5662.890137,4678420000
2025-3-21,5630.72998,5670.839844,5603.100098,5667.560059,5667.560059,9367460000
2025-3-24,5718.080078,5775.140137,5718.080078,5767.569824,5767.569824,4517990000
2025-3-25,5775.959961,5786.950195,5760.419922,5776.649902,5776.649902,4467340000
2025-3-26,5771.660156,5783.620117,5694.410156,5712.200195,5712.200195,4183140000
2025-3-27,5695.640137,5732.279785,5670.939941,5693.310059,5693.310059,4403460000
2025-3-28,5679.200195,5685.890137,5572.419922,5580.939941,5580.939941,4513330000
2025-3-31,5527.910156,5627.560059,5488.72998,5611.850098,5611.850098,5257250000
2025-4-1,5597.529785,5650.569824,5558.52002,5633.069824,5633.069824,4434500000
2025-4-2,5580.759766,5695.310059,5571.47998,5670.970215,5670.970215,4243830000
2025-4-3,5492.740234,5499.529785,5390.830078,5396.52002,5396.52002,7210470000
2025-4-4,5292.140137,5292.140137,5069.899902,5074.080078,5074.080078,8853500000
2025-4-7,4953.790039,5246.569824,4835.040039,5062.25,5062.25,8691980000
2025-4-8,5193.569824,5267.470215,4910.419922,4982.77002,4982.77002,7408140000
2025-4-9,4965.279785,5481.339844,4948.430176,5456.899902,5456.899902,9489600000
2025-4-10,5353.149902,5353.149902,5115.27002,5268.049805,5268.049805,6677140000
2025-4-11,5255.560059,5381.459961,5220.77002,5363.359863,5363.359863,5602550000
2025-4-14,5441.959961,5459.459961,5358.02002,5405.970215,5405.970215,5031440000
2025-4-15,5411.990234,5450.410156,5386.439941,5396.629883,5396.629883,4317110000
2025-4-16,5335.75,5367.240234,5220.790039,5275.700195,5275.700195,4607750000
2025-4-17,5305.450195,5328.310059,5255.580078,5282.700195,5282.700195,4714880000
2025-4-21,5232.939941,5232.939941,5101.629883,5158.200195,5158.200195,4226340000
2025-4-22,5207.669922,5309.609863,5207.669922,5287.759766,5287.759766,4666950000
2025-4-23,5395.919922,5469.689941,5356.169922,5375.859863,5375.859863,5371390000
2025-4-24,5381.379883,5489.399902,5371.959961,5484.77002,5484.77002,4697710000
2025-4-25,5489.72998,5528.109863,5455.859863,5525.209961,5525.209961,4236580000
2025-4-28,5529.220215,5553.660156,5468.640137,5528.75,5528.75,4257880000
2025-4-29,5508.870117,5571.950195,5505.700195,5560.830078,5560.830078,4747150000
2025-4-30,5499.439941,5581.839844,5433.240234,5569.060059,5569.060059,5449490000
2025-5-1,5625.140137,5658.910156,5597.350098,5604.140137,5604.140137,4935270000
2025-5-2,5645.879883,5700.700195,5642.279785,5686.669922,5686.669922,4854380000
2025-5-5,5655.319824,5683.379883,5634.47998,5650.379883,5650.379883,4358260000
2025-5-6,5605.870117,5649.580078,5586.040039,5606.910156,5606.910156,4717260000
2025-5-7,5614.180176,5654.72998,5578.640137,5631.279785,5631.279785,4987440000
2025-5-8,5663.600098,5720.100098,5635.379883,5663.939941,5663.939941,5627400000
2025-5-9,5679.649902,5691.689941,5644.149902,5659.910156,5659.910156,4645090000
2025-5-12,5807.200195,5845.370117,5786.080078,5844.189941,5844.189941,6014580000
2025-5-13,5854.149902,5906.640137,5845.02002,5886.549805,5886.549805,5516290000
2025-5-14,5896.740234,5906.549805,5872.109863,5892.580078,5892.580078,5233450000
2025-5-15,5869.819824,5924.209961,5865.160156,5916.930176,5916.930176,4991290000
2025-5-16,5929.089844,5958.620117,5907.359863,5958.379883,5958.379883,4850850000
2025-5-19,5902.879883,5968.609863,5895.689941,5963.600098,5963.600098,4144010000
2025-5-20,5944.660156,5953.060059,5909.259766,5940.459961,5940.459961,4416850000
2025-5-21,5910.180176,5938.370117,5830.910156,5844.609863,5844.609863,5254250000
2025-5-22,5841.259766,5878.080078,5825.819824,5842.009766,5842.009766,5157050000
2025-5-23,5781.890137,5829.509766,5767.410156,5802.819824,5802.819824,4662820000
2025-5-27,5854.069824,5924.330078,5854.069824,5921.540039,5921.540039,5366380000
